ELETTROTECNICA,9788820378479,CONTE GAETANO,CORSO DI ELETTROTECNICA ED ELETTRONICA. NUOVA EDIZIONE OPENSCHOOL PER L'ARTICOLAZIONE ELETTROTECNICA DEGLI ISTITUTI TECNICI SETTORE TECNOLOGIC,3,HOEPLI,24,90,No,Si,No
INGLESE,9788858317907,MEDAGLIA CINZIA YOUNG BEVERLEY ANNE,CORNERSTONE+CDROM,,LOESCHER EDITORE,28,50,No,Si,No
INGLESE,9788883391118,O'MALLEY,ENGLISH FOR NEW TECHNOLOGY + ACTIVE BOOK,,PEARSON LONGMAN,24,20,No,No,No
INGLESE,9788883392023,GALLAGHER GALUZZI,GRAMMAR AND VOCABULARY MULTITRAINER ED.INTERATTIVA,,PEARSON LONGMAN,29,20,No,No,No
ITALIANO LETTERATURA,9788842435266,DI SACCO PAOLO,BASI DELLA LETTERATURA PLUS 3,3,B.MONDADORI,44,00,No,Si,No
MATEMATICA,9788808236104,BERGAMINI MASSIMO TRIFONE ANNA BAROZZI GRAZIELLA,MATEMATICA.VERDE 5 CON MATHS IN ENGLISH (LD),3,ZANICHELLI,32,30,No,Si,No
RELIGIONE,9788839301611,FAMA' ANTONELLO,UOMINI E PROFETI - TRIENNIO VOLUME UNICO TRIENNIO,,MARIETTI SCUOLA,22,25,No,No,No
SCIENZE MOTORIE E SPORTIVE,9788839302809,FIORINI GIANLUIGI CORETTI STEFANO BOCCHI SILVIA,PIÃ™ MOVIMENTO VOLUME UNICO + EBOOK,,MARIETTI SCUOLA,20,55,No,No,No
SISTEMI,9788820378448,CERRI FABRIZIO ORTOLANI GIULIANO VENTURI EZIO,CORSO DI SISTEMI AUTOMATICI. NUOVA EDIZIONE OPENSCHOOL PER L'ARTICOLAZIONE AUTOMAZIONE DEGLI ISTITUTI TECNICI SETTORE TECNOLOGICO,3,HOEPLI,28,90,No,Si,No
STORIA,9788883326431,BERTINI F.,ALLA RICERCA DEL PRESENTE VOL 3 DAL NOVECENTO A OGGI,3,MURSIA SCUOLA,31,80,No,Si,No
TECNOLOGIE E PROGETTAZIONE DI SISTEMI ELETT,9788820378509,AA VV,TECNOLOGIE E PROGETTAZIONE DI SISTEMI ELETTRICI ED ELETTRONICI. NUOVA EDIZIO PER L'ARTICOLAZIONE ELETTROTECNICA DEGLI ISTITUTI TECNICI SETTORE TECNOLOGIC,3,HOEPLI,25,90,No,Si,No
CHIMICA ANALITICA E STRUMENTALE,9788808063717,COZZI RENATO PROTTI PIERPAOLO RUARO TARCISIO,ELEMENTI DI ANALISI CHIMICA STRUMENTALE SECONDA EDIZIONE TECNICHE DI ANALISI + EB SB CON ESTENSIONE DIGITALE CHIMICA
E MATERIALI,,ZANICHELLI,47,00,No,No,No
CHIMICA ORGANICA E
BIOCHIMICA,9788808135896,BOSCHI MARIA PIA RIZZONI PIETRO,BIOCHIMICAMENTE MULTIMEDIALE (LDM) MICRORGANISMI, BIOTECNOLOGIE E FERMENTAZIONI,,ZANICHELLI,21,30,No,Si,No
INGLESE,9788844120788,BRIANO PAOLA,A MATTER OF LIFE 3.0 ENGLISH FOR CHEMISTRY, BIOLOGY AND BIOTECHNOLOGY,,EDISCO,24,80,Si,Si,No
INGLESE,9788858317907,MEDAGLIA CINZIA YOUNG BEVERLEY ANNE,CORNERSTONE+CDROM,,LOESCHER EDITORE,28,50,No,Si,No
INGLESE,9788883392023,GALLAGHER GALUZZI,GRAMMAR AND VOCABULARY MULTITRAINER ED.INTERATTIVA,,PEARSON LONGMAN,29,20,No,No,No
ITALIANO LETTERATURA,9788842435266,DI SACCO PAOLO,BASI DELLA LETTERATURA PLUS 3,3,B.MONDADORI,44,00,No,Si,No
MATEMATICA,9788808236104,BERGAMINI MASSIMO TRIFONE ANNA BAROZZI GRAZIELLA,MATEMATICA.VERDE 5 CON MATHS IN ENGLISH (LD),3,ZANICHELLI,32,30,No,Si,No
RELIGIONE,9788839301611,FAMA' ANTONELLO,UOMINI E PROFETI - TRIENNIO VOLUME UNICO TRIENNIO,,MARIETTI SCUOLA,22,25,No,No,No
SCIENZE MOTORIE E
SPORTIVE,9788839302809,FIORINI GIANLUIGI CORETTI STEFANO BOCCHI SILVIA,PIÃ™ MOVIMENTO VOLUME UNICO + EBOOK,,MARIETTI SCUOLA,20,55,No,No,No
STORIA,9788883326431,BERTINI F.,ALLA RICERCA DEL PRESENTE VOL 3 DAL NOVECENTO A OGGI,3,MURSIA SCUOLA,31,80,No,Si,No
TECNOLOGIE CHIMICHE,9788844118808,NATOLI SILVESTRO CALATOZZOLO MARIANO,TECNOLOGIE CHIMICHE IND. 3 VOL. 3, SECONDA EDIZIONE,3,EDISCO,38,50,No,Si,No
GESTIONE PROGETTO, ORGANIZZAZIONE D'IMPRESA,9788826818412,LORENZI AGOSTINO COLLEONI ANDREA,GESTIONE PROGETTO E ORGANIZZAZIONE D'IMPRESA,,ATLAS,18,20,No,Si,No
INFORMATICA,9788829836826,GALLO SALERNO,CLOUD INFORMATICA VOLUME PER IL 5Â° ANNO
- INDIRIZZO INFORMATICA E TELECOMUNICAZIONI ARTICOLAZ,,MINERVA ITALICA,23,70,No,Si,No
INGLESE,9788858317907,MEDAGLIA CINZIA YOUNG BEVERLEY ANNE,CORNERSTONE+CDROM,,LOESCHER EDITORE,28,50,No,Si,No
INGLESE,9788883391118,O'MALLEY,ENGLISH FOR NEW TECHNOLOGY + ACTIVE
BOOK,,PEARSON LONGMAN,24,20,No,No,No
INGLESE,9788883392023,GALLAGHER GALUZZI,GRAMMAR AND VOCABULARY MULTITRAINER
ED.INTERATTIVA,,PEARSON LONGMAN,29,20,No,No,No
ITALIANO LETTERATURA,9788842435266,DI SACCO PAOLO,BASI DELLA LETTERATURA PLUS 3,3,B.MONDADORI,44,00,No,Si,No
MATEMATICA,9788808236104,BERGAMINI MASSIMO TRIFONE ANNA
BAROZZI GRAZIELLA,MATEMATICA.VERDE 5 CON MATHS IN ENGLISH (LD),3,ZANICHELLI,32,30,No,Si,No
RELIGIONE,9788839301611,FAMA' ANTONELLO,UOMINI E PROFETI - TRIENNIO VOLUME UNICO
TRIENNIO,,MARIETTI
SCUOLA,22,25,No,No,No
SCIENZE MOTORIE E SPORTIVE,9788839302809,FIORINI GIANLUIGI CORETTI STEFANO
BOCCHI SILVIA,PIÃ™ MOVIMENTO VOLUME UNICO + EBOOK,,MARIETTI SCUOLA,20,55,No,No,No
SISTEMI E RETI,9788820378622,LO RUSSO LUIGI BIANCHI ELENA,SISTEMI E RETI. NUOVA EDIZIONE OPENSCHOOL PER L'ARTICOLAZIONE
INFORMATICA DEGLI ISTITUTI TECNICI SETTORE,3,HOEPLI,21,90,No,Si,No
STORIA,9788883326431,BERTINI F.,ALLA RICERCA DEL PRESENTE VOL 3 DAL
NOVECENTO A OGGI,3,MURSIA SCUOLA,31,80,No,Si,No
